"Отметка времени","Где апельсин?","Где яблоко?","Где яблоко?","Где апельсин?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где яблоко?","Где апельсин?","Где апельсин?","Где яблоко?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?","Где апельсин?","Где яблоко?"
"2016/10/11 7:18:12 ПП GMT+3","Слева от вазы","Справа от вазы","За вазой","Перед вазой","За вазой рядом с ней","Перед вазой вдалеке","Слева от вазы","Справа от вазы","На час дня от вазы","На два часа от вазы","На одиннадцать часов от вазы","На пять часов от вазы","На час от вазы","На семь часов от вазы","На семь часов от вазы","Почти на три часа от вазы","На четыре часа от вазы","На десять часов от вазы","На четыре часа от вазы","На час от вазы","Рядом с вазой","На шесть часов от вазы","На два часа от вазы","На семь часов от вазы","На четыре часа от вазы","На одиннадцать часов от вазы","Его нет","Справа от вазы","Слева от вазы","Справа от вазы"
"2016/10/11 7:45:16 ПП GMT+3","слева от миски","справа от миски","за миской","перед миской","около миски","на краю стола","слева от миски","справа от миски","рядом с апельсином","около яблока","за миской","на краю стола","за миской","на краю стола","рядом с миской","рядом с миской","на краю стола","на краю стола","слева от миски","за миской","около миски","перед миской","на краю стола","перед миской","на краю стола","за миской","наверно в миске","перед миской","слева от миски","справа от миски"
"2016/10/11 7:45:38 ПП GMT+3","слева от миски","справа от миски","за миской","перед миской","около миски","на краю стола","слева от миски","справа от миски","рядом с апельсином","около яблока","за миской","на краю стола","за миской","на краю стола","рядом с миской","рядом с миской","на краю стола","на краю стола","слева от миски","за миской","около миски","перед миской","на краю стола","перед миской","на краю стола","за миской","наверно в миске","перед миской","слева от миски","справа от миски"
"2016/10/11 7:45:53 ПП GMT+3","слева от миски","справа от миски","за миской","перед миской","около миски","на краю стола","слева от миски","справа от миски","рядом с апельсином","около яблока","за миской","на краю стола","за миской","на краю стола","рядом с миской","рядом с миской","на краю стола","на краю стола","слева от миски","за миской","около миски","перед миской","на краю стола","перед миской","на краю стола","за миской","наверно в миске","перед миской","слева от миски","справа от миски"
"2016/10/11 7:46:09 ПП GMT+3","слева от миски","справа от миски","за миской","перед миской","около миски","на краю стола","слева от миски","справа от миски","рядом с апельсином","около яблока","за миской","на краю стола","за миской","на краю стола","рядом с миской","рядом с миской","на краю стола","на краю стола","слева от миски","за миской","около миски","перед миской","на краю стола","перед миской","на краю стола","за миской","наверно в миске","перед миской","слева от миски","справа от миски"
"2016/10/11 8:00:01 ПП GMT+3","слева от вазы","справа от вазы","на столе","перед вазой","на столе","у вазы","н астоле","рядом с вазой","рядом с апельсином","рядом с яблоком","за вазой","на столе","на краю","на краю","перед вазой","справа от вазы","на столе","с краю","у вазы","за вазой","рядом с вазой","перед вазой","с краю","на столе","с краю","на краю","хуй знает, за вазой, видимо","справа","слева","спарва"
"2016/10/11 8:26:07 ПП GMT+3","слева от вазы","справа от вазы","за вазой","перед вазой","перед вазой","за вазой","слева от вазы","справа от вазы","справа от вазы","справа от вазы","за вазой","перед вазой","за вазой","перед вазой","перед вазой","справа от вазы","справа перед вазой","слева за вазой","справа от вазы","за вазой","слева у вазы","перед вазой","справа от вазы","слева перед вазой","справа от вазы","за вазой","его нет","справа от вазы","слева от вазы","справа от вазы"
"2016/10/11 9:13:50 ПП GMT+3","Слева от плошки","Справа от плошки ","Сзади плошки","Перед плошкой","На краю стола","У плошки","Слева от плошки","Справа от плошки","Рядом с апельсином ","Ниже яблока","Выше плошки","Ниже плошки","Около стула","Далеко от стула","Снизу от плошки","Правее плошки","На краю стола","Ближе к краю","Справа от плошки","Выше апельсина","У плошки","Дальше от плошки","На краю стола","Перед плошкой ","Справа от плошки","Выше плошки","За/в плошке","Перед плошкой","Слева от плошки","Справа от плошки"
"2016/10/11 9:50:25 ПП GMT+3","слева от вазы, чуть впереди, ближе к ней","справа от вазы, близко к ней","за вазой, чуть левее, ближе к краю","диаметрально противоположен яблоку, ближе к вазе","перед вазой, чуть правее, ближе к краю стола","за вазой, левее, близко к ней","слева от вазы, чуть-чуть сзади, между вазой и краем стола","справа от вазы, правее, ближе к ней","слева  от вазы, на заднем плане, ближе к краю","перед яблоком","за вазой, чуть левее, между вазой и краем стола","спереди, правее, ближе к краю стола","за вазой, слева, на краю стола","диаметрально противоположен яблоку","слева перед вазой, ближе к ней","справа за вазой, чуть ближе к ней","справа от вазы, на переднем плане, ближе к краю стола","диаметрально противоположно яблоку","справа от вазы на переднем плане, ближе к вазе","за вазой слева, ближе к краю стола","справа от вазы, рядом с ней","перед вазой, чуть ближе к ней","справа от вазы, чуть на заднем плане,  на краю стола","на переднем плане, справа от вазы, между ней и краем стола","справа от вазы, чуть на переднем плане, ближе к краю стола","за вазой, слева, ближе к краю стола","за вазой","спереди, справа от вазы, чуть ближе к ней","слева от вазы, чуть спереди, между ней и краем стола","справа от вазы, ближе к ней"
"2016/10/11 10:23:38 ПП GMT+3","Рядом с вазой","Справа от центра","Сверху","На юге ","Около края стола","Около вазы","Слева от центра ","Справа от вазы","Рядом с апельсином","Справа от центра стола","Северо-запад","Ниже и правее центра стола","Около стула ","У нижней кромки стола ","Ниже вазы","Справа от вазы","Слева от центра ","У края стола","Справа","Между стулом и вазой","Около вазы","Точно вниз от центра стола ","Справа, у стула","Кажется, рядом с центром стола ","Дальше от центра, чем яблоко ","Недалеко от центра стола ","Вероятно, должен быть за вазой","Справа от вазы, ближе к нам","Слева от вазы ","Справа от вазы "
"2016/10/11 11:18:30 ПП GMT+3","слева от вазы","справа от вазы","за вазой","перед вазой","на переднем краю стола","у вазы","слева от вазы","справа от вазы","за апельсином","правее вазы","за вазой","перед вазой","на дальнем краю стола","на ближнем краю стола","перед вазой","справа от вазы","с правого края стола","с левого края стола","справа от ваза","за вазой","слева от вазы","перед вазой","на правом краю стола","перед вазой","на правом краю стола","на дальнем краю стола","за вазой","ближе вазы справа","слева от вазы","справа от вазы"
"2016/10/12 2:46:08 ДП GMT+3","Слева на третем круге","Справа на втором","Сверху между пятым и шестым","Снизу между вторым и третьим","Дальше от вазы на 27 минут","Ближе на 53 минуты","4 на 46","2 на 20","5-6 на 8","3 на 10","3 на 55","4-5 на 24","6-7 на 5","7 на 36","1 на 35","3 на 13","5-6 на 20","7 на 50","3 на 17","5 на 5","1 на 45","2-3 на 30","6-7 на 13","4 на 40","6-7 на 17","6 на 55","00 на полночь","2-3 на 20","4 на 43","2 на 15"
"2016/10/12 2:48:02 ДП GMT+3","слева от вазы","справаот вазы","за вазой","перед вазой","за вазой","перед вазой","слева от вазы","перед вазой","за апельсином","справа от вазы","за вазой","перед вазой","перед вазрй","за вазой","перед вазой","справа от вазы","справа от вазы","слева от вазы","справа от вазы","за вазой","слева от вазы","перед вазой","справа от вазы","перед вазой","справа от вазы","за вазой","его нет (видимо, за вазой)","перед вазой","слева от вазы","справа от вазы"
"2016/10/12 1:13:35 ПП GMT+3","слева от вазы","справа от вазы","за вазой","перед вазой","перед вазой","возле вазы слева","слева от вазы","справа от вазы","за вазой справа","справа от вазы и перед яблоком","за вазой слева","перед вазой справа","за вазой справа","перед вазой слева","перед вазой слева","перед вазой справа","за вазой слева","перед вазой справа","справа от вазы","за вазой справа","возле вазы слева","перед вазой","справа от вазы","перед вазой слева","справа от вазы","за вазой слева","за вазой?","перед вазой справа","слева от вазы","справа от вазы"
"2016/10/12 2:10:54 ПП GMT+3","слева от вазы","справа от вазы","за вазой","перед вазой","на краю стола","за вазой","слева от вазы","справа от вазы","на краю стола","справа от вазы","за вазой","на краю стола","на краю стола","на краю стола","перед вазой","справа от вазы","на правом краю стола","на левом краю стола","справа от вазы","за вазой на краю стола","рядом с вазой","перед вазой","на правом краю стола","перед вазой на краю стола","на краю стола справа","за вазой на краю стола","за вазой","перед вазой справа","слева от вазы","справа от вазы"
"2016/10/12 5:29:00 ПП GMT+3","слева от вазы","справа от вазы","за вазой","перед вазой","перед вазой","сразу за вазой","слева от вазы","справа от вазы","справа от вазы, за апельсином","между яблоком и вазой","за вазой","перед вазой","за вазой","перед вазой","перед вазой","справа от вазы","справа от вазы","слева от вазы","справа от вазы","за вазой","слева от вазы, рядом с вазой","перед вазой","справа от вазы","перед вазой","справа от вазы","за вазой","неизвестно. возможно, за вазой","справа от вазы","слева от вазы","справа от вазы"
"2016/10/12 10:04:39 ПП GMT+3","рядом с вазой","рядом с вазой","далеко","рядом с вазой","на столе","рядом с вазой","10 часов","рядом с вазой","сзади вазы","сзади вазы","рядом с вазой","на столе","на том краю стола","на краю стола","рядом с вазой","справа от вазы","справа","на краю стола","сбоку от вазы","сзади вазы","под вазой","перед вазой","справа","перед вазой","справа от вазы","на краю стола","на стуле","рядом с вазой","слева от вазы","рядом с вазой"
"2016/10/13 12:46:25 ДП GMT+3","на столе. рядом со странной штукой, которая стоит посередине стола, но далеко от яблока","на столе. рядом со странной штукой, которая стоит посередине стола, но далеко от апельсина ","между вазой и тем крайм стола, который ближе к стулу","между вазой и тем крайем стола, который дальше от стула","на краю стола, подальше от вазы (это ваза посередине?) и от стула","прямо рядом с вазой и недалеко от стула","если сесть на самый близкий к столу стул, то апельсин будет справа от вазы (если это ваза)","если сесть на самый близкий к столу стул, то яблоко будет слева от вазы","между ближайшим к столу стулом и апельсином","между вазой и яблоком","по другую сторону вазы от яблока","по другую сторону вазы от апельсина","на краю стола, около ближайшего к столу стула","на самом краю стола, на противоположной от яблока стороне.","если смотреть со стороны ближайшего к столу стула, то за вазой","между вазой и стулом, но чуть левее, если смотреть, сидя на стуле","на другой стороне стола от апельсина","на другой стороне стола от яблока","для сидящего на ближайшем к столу стуле - слева от вазы","между вазой и ближайшим к столу стулом. на столе. ","прямо рядом с вазой. чуть правее и позади вазы, если смотреть, сидя на стуле.","за вазой чуть слева. ","на правом краю стола. от меня. ","на столе. между мной и вазой. чуть левее. ","на краю стола. если стул на 12 часах, то апельсин на 2 часах","а яблоко на 10 часах","не знаю, не вижу. ","чуть правее вазы. ","по другую сторону вазы от яблока. прямо между вазой и краем стола","по другую сторону вазы от апельсина. ближе к вазе, чем к краю стола"
"2016/10/14 2:22:09 ДП GMT+3","Слева","Справа ","Сверху","Снизу","Снизу ","Сверху ","Слева","Справа","Справа","Справа ","Сверху ","Снизу","Сверху","Снизу ","Снизу ","Справа","Справа","Слева ","Справа","Сверху","Под","Снизу","Справа","Снизу","Справа","Над","Нигде","Справа ","Слева","Справа"
"2016/10/14 6:20:57 ПП GMT+3","на 8 часов от вазы","на 3 часа от вазы","на 11 часов от вазы","на 5 часов от вазы","на 4 часов от вазы","на 10 часов от вазы","на 9 часов от вазы","на 4 часа отвазы","на 1 час от вазы","на 2 часа от вазы","на 11 часов от вазы","на 5 часов от вазы","на час от вазы","на 7 часов от вазы","","","на 4 часа от вазы","на 10 часов от вазы","на 4 часа от вазы","на 1 час от вазы","на 9 часов от вазы","на 6 часов от вазы","перед стулом ","перед и немного левее вазы","на 4 часа от вазы","на 11 часов от вазы","возможно, за вазой","перед , чуть правее вазы","на 8 часов от вазы","на 3 часа от вазы"
"2016/10/14 9:22:16 ПП GMT+3","на третьем радиусе","на втором радиусе от вазы","на краю стола ближе к стулу","по ту сторону вазы от яблока","близко к краю стола","близко к вазе","слева от вазы","справа от вазы и чуть ближе ко мне","дальше от вазы, ближе к краю стола","между яблоком и вазой","близко к вазе","далеко от вазы и по другую сторону нежели апельсин","через вазу от апельсина","через вазу от яблока","близко к вазе, спереди","справа от вазы","по другую сторону вазы от апельсина, на краю стола","по другую сторону вазы от яблока, на краю стола","справа от вазы","справа, ближе к стулу","вплотную к вазе слева","перед вазой","на краю стола","ближе к зрителю, по другую сторону вазы от апельсина","на краю стола","на практически противоположном краю стола","непонятно. за вазой, наверное","немного справа и перед вазой","слева от вазы","справа от вазы, ближе к ней"
